name,dn,orig,dest,t,link,x,s,v
2,5,orig1,dest,65,link1,500.0,400.0,20.0
2,5,orig1,dest,70,link1,600.0,400.0,20.0
2,5,orig1,dest,75,link1,700.0,-1.0,20.0
2,5,orig1,dest,80,link1,800.0,-1.0,20.0
2,5,orig1,dest,85,link1,900.0,-1.0,20.0
2,5,orig1,dest,90,link3,0.0,400.0,20.0
2,5,orig1,dest,95,link3,100.0,400.0,20.0
2,5,orig1,dest,100,link3,200.0,400.0,20.0
2,5,orig1,dest,105,link3,300.0,400.0,20.0
2,5,orig1,dest,110,link3,400.0,400.0,20.0
2,5,orig1,dest,115,link3,500.0,400.0,20.0
2,5,orig1,dest,120,link3,600.0,-1.0,20.0
2,5,orig1,dest,125,link3,700.0,-1.0,20.0
2,5,orig1,dest,130,link3,800.0,-1.0,20.0
2,5,orig1,dest,135,link3,900.0,-1.0,20.0
2,5,orig1,dest,135,trip_end,-1.0,-1.0,-1.0
3,5,orig1,dest,50,link1,0.0,300.0,20.0
3,5,orig1,dest,55,link1,100.0,300.0,20.0
3,5,orig1,dest,60,link1,200.0,300.0,20.0
3,5,orig1,dest,65,link1,300.0,300.0,20.0
3,5,orig1,dest,70,link1,400.0,300.0,20.0
3,5,orig1,dest,75,link1,500.0,300.0,20.0
3,5,orig1,dest,80,link1,600.0,300.0,20.0
3,5,orig1,dest,85,link1,700.0,300.0,20.0
3,5,orig1,dest,90,link1,800.0,-1.0,20.0
3,5,orig1,dest,95,link1,900.0,-1.0,20.0
3,5,orig1,dest,100,link3,0.0,300.0,20.0
3,5,orig1,dest,105,link3,100.0,300.0,20.0
3,5,orig1,dest,110,link3,200.0,300.0,20.0
3,5,orig1,dest,115,link3,300.0,300.0,20.0
3,5,orig1,dest,120,link3,400.0,300.0,20.0
3,5,orig1,dest,125,link3,500.0,300.0,20.0
3,5,orig1,dest,130,link3,600.0,300.0,20.0
3,5,orig1,dest,135,link3,700.0,-1.0,20.0
3,5,orig1,dest,140,link3,800.0,-1.0,20.0
3,5,orig1,dest,145,link3,900.0,-1.0,20.0
3,5,orig1,dest,145,trip_end,-1.0,-1.0,-1.0
4,5,orig1,dest,65,link1,0.0,400.0,20.0
4,5,orig1,dest,70,link1,100.0,400.0,20.0
4,5,orig1,dest,75,link1,200.0,400.0,20.0
4,5,orig1,dest,80,link1,300.0,400.0,20.0
4,5,orig1,dest,85,link1,400.0,400.0,20.0
4,5,orig1,dest,90,link1,500.0,400.0,20.0
4,5,orig1,dest,95,link1,600.0,400.0,20.0
4,5,orig1,dest,100,link1,700.0,-1.0,20.0
4,5,orig1,dest,105,link1,800.0,-1.0,20.0
4,5,orig1,dest,110,link1,900.0,-1.0,20.0
4,5,orig1,dest,115,link3,0.0,400.0,20.0
4,5,orig1,dest,120,link3,100.0,400.0,20.0
4,5,orig1,dest,125,link3,200.0,400.0,20.0
4,5,orig1,dest,130,link3,300.0,400.0,20.0
4,5,orig1,dest,135,link3,400.0,400.0,20.0
4,5,orig1,dest,140,link3,500.0,400.0,20.0
4,5,orig1,dest,145,link3,600.0,-1.0,20.0
4,5,orig1,dest,150,link3,700.0,-1.0,20.0
4,5,orig1,dest,155,link3,800.0,-1.0,20.0
4,5,orig1,dest,160,link3,900.0,-1.0,20.0
4,5,orig1,dest,160,trip_end,-1.0,-1.0,-1.0
5,5,orig1,dest,75,link1,0.0,300.0,20.0
5,5,orig1,dest,80,link1,100.0,300.0,20.0
5,5,orig1,dest,85,link1,200.0,300.0,20.0
5,5,orig1,dest,90,link1,300.0,300.0,20.0
5,5,orig1,dest,95,link1,400.0,300.0,20.0
5,5,orig1,dest,100,link1,500.0,300.0,20.0
5,5,orig1,dest,105,link1,600.0,300.0,20.0
5,5,orig1,dest,110,link1,700.0,300.0,20.0
5,5,orig1,dest,115,link1,800.0,-1.0,20.0
5,5,orig1,dest,120,link1,900.0,-1.0,20.0
5,5,orig1,dest,125,link3,0.0,300.0,20.0
5,5,orig1,dest,130,link3,100.0,300.0,20.0
5,5,orig1,dest,135,link3,200.0,300.0,20.0
5,5,orig1,dest,140,link3,300.0,300.0,20.0
5,5,orig1,dest,145,link3,400.0,300.0,20.0
5,5,orig1,dest,150,link3,500.0,300.0,20.0
5,5,orig1,dest,155,link3,600.0,300.0,20.0
5,5,orig1,dest,160,link3,700.0,-1.0,20.0
5,5,orig1,dest,165,link3,800.0,-1.0,20.0
5,5,orig1,dest,170,link3,900.0,-1.0,20.0
5,5,orig1,dest,170,trip_end,-1.0,-1.0,-1.0
6,5,orig1,dest,90,link1,0.0,400.0,20.0
6,5,orig1,dest,95,link1,100.0,400.0,20.0
6,5,orig1,dest,100,link1,200.0,400.0,20.0
6,5,orig1,dest,105,link1,300.0,400.0,20.0
6,5,orig1,dest,110,link1,400.0,400.0,20.0
6,5,orig1,dest,115,link1,500.0,400.0,20.0
6,5,orig1,dest,120,link1,600.0,400.0,20.0
6,5,orig1,dest,125,link1,700.0,-1.0,20.0
6,5,orig1,dest,130,link1,800.0,-1.0,20.0
6,5,orig1,dest,135,link1,900.0,-1.0,20.0
6,5,orig1,dest,140,link3,0.0,400.0,20.0
6,5,orig1,dest,145,link3,100.0,400.0,20.0
6,5,orig1,dest,150,link3,200.0,400.0,20.0
6,5,orig1,dest,155,link3,300.0,400.0,20.0
6,5,orig1,dest,160,link3,400.0,400.0,20.0
6,5,orig1,dest,165,link3,500.0,400.0,20.0
6,5,orig1,dest,170,link3,600.0,-1.0,20.0
6,5,orig1,dest,175,link3,700.0,-1.0,20.0
6,5,orig1,dest,180,link3,800.0,-1.0,20.0
6,5,orig1,dest,185,link3,900.0,-1.0,20.0
6,5,orig1,dest,185,trip_end,-1.0,-1.0,-1.0
7,5,orig1,dest,100,link1,0.0,300.0,20.0
7,5,orig1,dest,105,link1,100.0,300.0,20.0
7,5,orig1,dest,110,link1,200.0,300.0,20.0
7,5,orig1,dest,115,link1,300.0,300.0,20.0
7,5,orig1,dest,120,link1,400.0,300.0,20.0
7,5,orig1,dest,125,link1,500.0,300.0,20.0
7,5,orig1,dest,130,link1,600.0,300.0,20.0
7,5,orig1,dest,135,link1,700.0,300.0,20.0
7,5,orig1,dest,140,link1,800.0,-1.0,20.0
7,5,orig1,dest,145,link1,900.0,-1.0,20.0
7,5,orig1,dest,150,link3,0.0,300.0,20.0
7,5,orig1,dest,155,link3,100.0,300.0,20.0
7,5,orig1,dest,160,link3,200.0,300.0,20.0
7,5,orig1,dest,165,link3,300.0,300.0,20.0
7,5,orig1,dest,170,link3,400.0,300.0,20.0
7,5,orig1,dest,175,link3,500.0,300.0,20.0
7,5,orig1,dest,180,link3,600.0,300.0,20.0
7,5,orig1,dest,185,link3,700.0,-1.0,20.0
7,5,orig1,dest,190,link3,800.0,-1.0,20.0
7,5,orig1,dest,195,link3,900.0,-1.0,20.0
7,5,orig1,dest,195,trip_end,-1.0,-1.0,-1.0
8,5,orig1,dest,115,link1,0.0,400.0,20.0
8,5,orig1,dest,120,link1,100.0,400.0,20.0
8,5,orig1,dest,125,link1,200.0,400.0,20.0
8,5,orig1,dest,130,link1,300.0,400.0,20.0
8,5,orig1,dest,135,link1,400.0,400.0,20.0
8,5,orig1,dest,140,link1,500.0,400.0,20.0
8,5,orig1,dest,145,link1,600.0,400.0,20.0
8,5,orig1,dest,150,link1,700.0,-1.0,20.0
8,5,orig1,dest,155,link1,800.0,-1.0,20.0
8,5,orig1,dest,160,link1,900.0,-1.0,20.0
8,5,orig1,dest,165,link3,0.0,400.0,20.0
8,5,orig1,dest,170,link3,100.0,400.0,20.0
8,5,orig1,dest,175,link3,200.0,400.0,20.0
8,5,orig1,dest,180,link3,300.0,400.0,20.0
8,5,orig1,dest,185,link3,400.0,400.0,20.0
8,5,orig1,dest,190,link3,500.0,400.0,20.0
8,5,orig1,dest,195,link3,600.0,-1.0,20.0
8,5,orig1,dest,200,link3,700.0,-1.0,20.0
8,5,orig1,dest,205,link3,800.0,-1.0,20.0
8,5,orig1,dest,210,link3,900.0,-1.0,20.0
8,5,orig1,dest,210,trip_end,-1.0,-1.0,-1.0
9,5,orig1,dest,125,link1,0.0,300.0,20.0
9,5,orig1,dest,130,link1,100.0,300.0,20.0
9,5,orig1,dest,135,link1,200.0,300.0,20.0
9,5,orig1,dest,140,link1,300.0,300.0,20.0
9,5,orig1,dest,145,link1,400.0,300.0,20.0
9,5,orig1,dest,150,link1,500.0,300.0,20.0
9,5,orig1,dest,155,link1,600.0,300.0,20.0
9,5,orig1,dest,160,link1,700.0,300.0,20.0
9,5,orig1,dest,165,link1,800.0,-1.0,20.0
9,5,orig1,dest,170,link1,900.0,-1.0,20.0
9,5,orig1,dest,175,link3,0.0,300.0,20.0
9,5,orig1,dest,180,link3,100.0,300.0,20.0
9,5,orig1,dest,185,link3,200.0,300.0,20.0
9,5,orig1,dest,190,link3,300.0,300.0,20.0
9,5,orig1,dest,195,link3,400.0,300.0,20.0
9,5,orig1,dest,200,link3,500.0,300.0,20.0
9,5,orig1,dest,205,link3,600.0,300.0,20.0
9,5,orig1,dest,210,link3,700.0,-1.0,20.0
9,5,orig1,dest,215,link3,800.0,-1.0,20.0
9,5,orig1,dest,220,link3,900.0,-1.0,20.0
9,5,orig1,dest,220,trip_end,-1.0,-1.0,-1.0
10,5,orig1,dest,140,link1,0.0,400.0,20.0
10,5,orig1,dest,145,link1,100.0,400.0,20.0
10,5,orig1,dest,150,link1,200.0,400.0,20.0
10,5,orig1,dest,155,link1,300.0,400.0,20.0
10,5,orig1,dest,160,link1,400.0,400.0,20.0
10,5,orig1,dest,165,link1,500.0,400.0,20.0
10,5,orig1,dest,170,link1,600.0,400.0,20.0
10,5,orig1,dest,175,link1,700.0,-1.0,20.0
10,5,orig1,dest,180,link1,800.0,-1.0,20.0
10,5,orig1,dest,185,link1,900.0,-1.0,20.0
10,5,orig1,dest,190,link3,0.0,400.0,20.0
10,5,orig1,dest,195,link3,100.0,400.0,20.0
10,5,orig1,dest,200,link3,200.0,400.0,20.0
10,5,orig1,dest,205,link3,300.0,400.0,20.0
10,5,orig1,dest,210,link3,400.0,400.0,20.0
10,5,orig1,dest,215,link3,500.0,400.0,20.0
10,5,orig1,dest,220,link3,600.0,-1.0,20.0
10,5,orig1,dest,225,link3,700.0,-1.0,20.0
10,5,orig1,dest,230,link3,800.0,-1.0,20.0
10,5,orig1,dest,235,link3,900.0,-1.0,20.0
10,5,orig1,dest,235,trip_end,-1.0,-1.0,-1.0
11,5,orig1,dest,150,link1,0.0,300.0,20.0
11,5,orig1,dest,155,link1,100.0,300.0,20.0
11,5,orig1,dest,160,link1,200.0,300.0,20.0
11,5,orig1,dest,165,link1,300.0,300.0,20.0
11,5,orig1,dest,170,link1,400.0,300.0,20.0
11,5,orig1,dest,175,link1,500.0,300.0,20.0
11,5,orig1,dest,180,link1,600.0,300.0,20.0
11,5,orig1,dest,185,link1,700.0,300.0,20.0
11,5,orig1,dest,190,link1,800.0,-1.0,20.0
11,5,orig1,dest,195,link1,900.0,-1.0,20.0
11,5,orig1,dest,200,link3,0.0,300.0,20.0
11,5,orig1,dest,205,link3,100.0,300.0,20.0
11,5,orig1,dest,210,link3,200.0,300.0,20.0
11,5,orig1,dest,215,link3,300.0,300.0,20.0
11,5,orig1,dest,220,link3,400.0,300.0,20.0
11,5,orig1,dest,225,link3,500.0,300.0,20.0
11,5,orig1,dest,230,link3,600.0,300.0,20.0
11,5,orig1,dest,235,link3,700.0,-1.0,20.0
11,5,orig1,dest,240,link3,800.0,-1.0,20.0
11,5,orig1,dest,245,link3,900.0,-1.0,20.0
11,5,orig1,dest,245,trip_end,-1.0,-1.0,-1.0
12,5,orig1,dest,165,link1,0.0,400.0,20.0
12,5,orig1,dest,170,link1,100.0,400.0,20.0
12,5,orig1,dest,175,link1,200.0,400.0,20.0
12,5,orig1,dest,180,link1,300.0,400.0,20.0
12,5,orig1,dest,185,link1,400.0,400.0,20.0
12,5,orig1,dest,190,link1,500.0,400.0,20.0
12,5,orig1,dest,195,link1,600.0,400.0,20.0
12,5,orig1,dest,200,link1,700.0,-1.0,20.0
12,5,orig1,dest,205,link1,800.0,-1.0,20.0
12,5,orig1,dest,210,link1,900.0,-1.0,20.0
12,5,orig1,dest,215,link3,0.0,400.0,20.0
12,5,orig1,dest,220,link3,100.0,400.0,20.0
12,5,orig1,dest,225,link3,200.0,400.0,20.0
12,5,orig1,dest,230,link3,300.0,400.0,20.0
12,5,orig1,dest,235,link3,400.0,400.0,20.0
12,5,orig1,dest,240,link3,500.0,400.0,20.0
12,5,orig1,dest,245,link3,600.0,-1.0,20.0
12,5,orig1,dest,250,link3,700.0,-1.0,20.0
12,5,orig1,dest,255,link3,800.0,-1.0,20.0
12,5,orig1,dest,260,link3,900.0,-1.0,20.0
12,5,orig1,dest,260,trip_end,-1.0,-1.0,-1.0
13,5,orig1,dest,175,link1,0.0,300.0,20.0
13,5,orig1,dest,180,link1,100.0,300.0,20.0
13,5,orig1,dest,185,link1,200.0,300.0,20.0
13,5,orig1,dest,190,link1,300.0,300.0,20.0
13,5,orig1,dest,195,link1,400.0,300.0,20.0
13,5,orig1,dest,200,link1,500.0,300.0,20.0
13,5,orig1,dest,205,link1,600.0,300.0,20.0
13,5,orig1,dest,210,link1,700.0,300.0,20.0
13,5,orig1,dest,215,link1,800.0,-1.0,20.0
13,5,orig1,dest,220,link1,900.0,-1.0,20.0
13,5,orig1,dest,225,link3,0.0,300.0,20.0
13,5,orig1,dest,230,link3,100.0,300.0,20.0
13,5,orig1,dest,235,link3,200.0,300.0,20.0
13,5,orig1,dest,240,link3,300.0,300.0,20.0
13,5,orig1,dest,245,link3,400.0,300.0,20.0
13,5,orig1,dest,250,link3,500.0,300.0,20.0
13,5,orig1,dest,255,link3,600.0,300.0,20.0
13,5,orig1,dest,260,link3,700.0,-1.0,20.0
13,5,orig1,dest,265,link3,800.0,-1.0,20.0
13,5,orig1,dest,270,link3,900.0,-1.0,20.0
13,5,orig1,dest,270,trip_end,-1.0,-1.0,-1.0
14,5,orig1,dest,190,link1,0.0,400.0,20.0
14,5,orig1,dest,195,link1,100.0,400.0,20.0
14,5,orig1,dest,200,link1,200.0,400.0,20.0
14,5,orig1,dest,205,link1,300.0,400.0,20.0
14,5,orig1,dest,210,link1,400.0,400.0,20.0
14,5,orig1,dest,215,link1,500.0,400.0,20.0
14,5,orig1,dest,220,link1,600.0,400.0,20.0
14,5,orig1,dest,225,link1,700.0,-1.0,20.0
14,5,orig1,dest,230,link1,800.0,-1.0,20.0
14,5,orig1,dest,235,link1,900.0,-1.0,20.0
14,5,orig1,dest,240,link3,0.0,400.0,20.0
14,5,orig1,dest,245,link3,100.0,400.0,20.0
14,5,orig1,dest,250,link3,200.0,400.0,20.0
14,5,orig1,dest,255,link3,300.0,400.0,20.0
14,5,orig1,dest,260,link3,400.0,400.0,20.0
14,5,orig1,dest,265,link3,500.0,400.0,20.0
14,5,orig1,dest,270,link3,600.0,-1.0,20.0
14,5,orig1,dest,275,link3,700.0,-1.0,20.0
14,5,orig1,dest,280,link3,800.0,-1.0,20.0
14,5,orig1,dest,285,link3,900.0,-1.0,20.0
14,5,orig1,dest,285,trip_end,-1.0,-1.0,-1.0
15,5,orig1,dest,200,link1,0.0,300.0,20.0
15,5,orig1,dest,205,link1,100.0,300.0,20.0
15,5,orig1,dest,210,link1,200.0,300.0,20.0
15,5,orig1,dest,215,link1,300.0,300.0,20.0
15,5,orig1,dest,220,link1,400.0,300.0,20.0
15,5,orig1,dest,225,link1,500.0,300.0,20.0
15,5,orig1,dest,230,link1,600.0,300.0,20.0
15,5,orig1,dest,235,link1,700.0,300.0,20.0
15,5,orig1,dest,240,link1,800.0,-1.0,20.0
15,5,orig1,dest,245,link1,900.0,-1.0,20.0
15,5,orig1,dest,250,link3,0.0,300.0,20.0
15,5,orig1,dest,255,link3,100.0,300.0,20.0
15,5,orig1,dest,260,link3,200.0,300.0,20.0
15,5,orig1,dest,265,link3,300.0,300.0,20.0
15,5,orig1,dest,270,link3,400.0,300.0,20.0
15,5,orig1,dest,275,link3,500.0,300.0,20.0
15,5,orig1,dest,280,link3,600.0,300.0,20.0
15,5,orig1,dest,285,link3,700.0,-1.0,20.0
15,5,orig1,dest,290,link3,800.0,-1.0,20.0
15,5,orig1,dest,295,link3,900.0,-1.0,20.0
15,5,orig1,dest,295,trip_end,-1.0,-1.0,-1.0
16,5,orig1,dest,215,link1,0.0,400.0,20.0
16,5,orig1,dest,220,link1,100.0,400.0,20.0
16,5,orig1,dest,225,link1,200.0,400.0,20.0
16,5,orig1,dest,230,link1,300.0,400.0,20.0
16,5,orig1,dest,235,link1,400.0,400.0,20.0
16,5,orig1,dest,240,link1,500.0,400.0,20.0
16,5,orig1,dest,245,link1,600.0,400.0,20.0
16,5,orig1,dest,250,link1,700.0,-1.0,20.0
16,5,orig1,dest,255,link1,800.0,-1.0,20.0
16,5,orig1,dest,260,link1,900.0,-1.0,20.0
16,5,orig1,dest,265,link3,0.0,400.0,20.0
16,5,orig1,dest,270,link3,100.0,400.0,20.0
16,5,orig1,dest,275,link3,200.0,400.0,20.0
16,5,orig1,dest,280,link3,300.0,400.0,20.0
16,5,orig1,dest,285,link3,400.0,400.0,20.0
16,5,orig1,dest,290,link3,500.0,400.0,20.0
16,5,orig1,dest,295,link3,600.0,-1.0,20.0
16,5,orig1,dest,300,link3,700.0,-1.0,20.0
16,5,orig1,dest,305,link3,800.0,-1.0,20.0
16,5,orig1,dest,310,link3,900.0,-1.0,20.0
16,5,orig1,dest,310,trip_end,-1.0,-1.0,-1.0
17,5,orig1,dest,225,link1,0.0,300.0,20.0
17,5,orig1,dest,230,link1,100.0,300.0,20.0
17,5,orig1,dest,235,link1,200.0,300.0,20.0
17,5,orig1,dest,240,link1,300.0,300.0,20.0
17,5,orig1,dest,245,link1,400.0,300.0,20.0
17,5,orig1,dest,250,link1,500.0,300.0,20.0
17,5,orig1,dest,255,link1,600.0,300.0,20.0
17,5,orig1,dest,260,link1,700.0,300.0,20.0
17,5,orig1,dest,265,link1,800.0,-1.0,20.0
17,5,orig1,dest,270,link1,900.0,-1.0,20.0
17,5,orig1,dest,275,link3,0.0,300.0,20.0
17,5,orig1,dest,280,link3,100.0,300.0,20.0
17,5,orig1,dest,285,link3,200.0,300.0,20.0
17,5,orig1,dest,290,link3,300.0,300.0,20.0
17,5,orig1,dest,295,link3,400.0,300.0,20.0
17,5,orig1,dest,300,link3,500.0,300.0,20.0
17,5,orig1,dest,305,link3,600.0,300.0,20.0
17,5,orig1,dest,310,link3,700.0,-1.0,20.0
17,5,orig1,dest,315,link3,800.0,-1.0,20.0
17,5,orig1,dest,320,link3,900.0,-1.0,20.0
17,5,orig1,dest,320,trip_end,-1.0,-1.0,-1.0
18,5,orig1,dest,240,link1,0.0,400.0,20.0
18,5,orig1,dest,245,link1,100.0,400.0,20.0
18,5,orig1,dest,250,link1,200.0,400.0,20.0
18,5,orig1,dest,255,link1,300.0,400.0,20.0
18,5,orig1,dest,260,link1,400.0,400.0,20.0
18,5,orig1,dest,265,link1,500.0,400.0,20.0
18,5,orig1,dest,270,link1,600.0,400.0,20.0
18,5,orig1,dest,275,link1,700.0,-1.0,20.0
18,5,orig1,dest,280,link1,800.0,-1.0,20.0
18,5,orig1,dest,285,link1,900.0,-1.0,20.0
18,5,orig1,dest,290,link3,0.0,400.0,20.0
18,5,orig1,dest,295,link3,100.0,400.0,20.0
18,5,orig1,dest,300,link3,200.0,400.0,20.0
18,5,orig1,dest,305,link3,300.0,400.0,20.0
18,5,orig1,dest,310,link3,400.0,400.0,20.0
18,5,orig1,dest,315,link3,500.0,400.0,20.0
18,5,orig1,dest,320,link3,600.0,-1.0,20.0
18,5,orig1,dest,325,link3,700.0,-1.0,20.0
18,5,orig1,dest,330,link3,800.0,-1.0,20.0
18,5,orig1,dest,335,link3,900.0,-1.0,20.0
18,5,orig1,dest,335,trip_end,-1.0,-1.0,-1.0
19,5,orig1,dest,250,link1,0.0,300.0,20.0
19,5,orig1,dest,255,link1,100.0,300.0,20.0
19,5,orig1,dest,260,link1,200.0,300.0,20.0
19,5,orig1,dest,265,link1,300.0,300.0,20.0
19,5,orig1,dest,270,link1,400.0,300.0,20.0
19,5,orig1,dest,275,link1,500.0,300.0,20.0
19,5,orig1,dest,280,link1,600.0,300.0,20.0
19,5,orig1,dest,285,link1,700.0,300.0,20.0
19,5,orig1,dest,290,link1,800.0,-1.0,20.0
19,5,orig1,dest,295,link1,900.0,-1.0,20.0
19,5,orig1,dest,300,link3,0.0,300.0,20.0
19,5,orig1,dest,305,link3,100.0,300.0,20.0
19,5,orig1,dest,310,link3,200.0,300.0,20.0
19,5,orig1,dest,315,link3,300.0,300.0,20.0
19,5,orig1,dest,320,link3,400.0,300.0,20.0
19,5,orig1,dest,325,link3,500.0,300.0,20.0
19,5,orig1,dest,330,link3,600.0,300.0,20.0
19,5,orig1,dest,335,link3,700.0,-1.0,20.0
19,5,orig1,dest,340,link3,800.0,-1.0,20.0
19,5,orig1,dest,345,link3,900.0,-1.0,20.0
19,5,orig1,dest,345,trip_end,-1.0,-1.0,-1.0
20,5,orig1,dest,265,link1,0.0,400.0,20.0
20,5,orig1,dest,270,link1,100.0,400.0,20.0
20,5,orig1,dest,275,link1,200.0,400.0,20.0
20,5,orig1,dest,280,link1,300.0,400.0,20.0
20,5,orig1,dest,285,link1,400.0,400.0,20.0
20,5,orig1,dest,290,link1,500.0,400.0,20.0
20,5,orig1,dest,295,link1,600.0,400.0,20.0
20,5,orig1,dest,300,link1,700.0,-1.0,20.0
20,5,orig1,dest,305,link1,800.0,-1.0,20.0
20,5,orig1,dest,310,link1,900.0,-1.0,20.0
20,5,orig1,dest,315,link3,0.0,400.0,20.0
20,5,orig1,dest,320,link3,100.0,400.0,20.0
20,5,orig1,dest,325,link3,200.0,400.0,20.0
20,5,orig1,dest,330,link3,300.0,400.0,20.0
20,5,orig1,dest,335,link3,400.0,400.0,20.0
20,5,orig1,dest,340,link3,500.0,400.0,20.0
20,5,orig1,dest,345,link3,600.0,-1.0,20.0
20,5,orig1,dest,350,link3,700.0,-1.0,20.0
20,5,orig1,dest,355,link3,800.0,-1.0,20.0
20,5,orig1,dest,360,link3,900.0,-1.0,20.0
20,5,orig1,dest,360,trip_end,-1.0,-1.0,-1.0
21,5,orig1,dest,275,link1,0.0,300.0,20.0
21,5,orig1,dest,280,link1,100.0,300.0,20.0
21,5,orig1,dest,285,link1,200.0,300.0,20.0
21,5,orig1,dest,290,link1,300.0,300.0,20.0
21,5,orig1,dest,295,link1,400.0,300.0,20.0
21,5,orig1,dest,300,link1,500.0,300.0,20.0
21,5,orig1,dest,305,link1,600.0,300.0,20.0
21,5,orig1,dest,310,link1,700.0,300.0,20.0
21,5,orig1,dest,315,link1,800.0,-1.0,20.0
21,5,orig1,dest,320,link1,900.0,-1.0,20.0
21,5,orig1,dest,325,link3,0.0,300.0,20.0
21,5,orig1,dest,330,link3,100.0,300.0,20.0
21,5,orig1,dest,335,link3,200.0,300.0,20.0
21,5,orig1,dest,340,link3,300.0,300.0,20.0
21,5,orig1,dest,345,link3,400.0,300.0,20.0
21,5,orig1,dest,350,link3,500.0,300.0,20.0
21,5,orig1,dest,355,link3,600.0,300.0,20.0
21,5,orig1,dest,360,link3,700.0,-1.0,20.0
21,5,orig1,dest,365,link3,800.0,-1.0,20.0
21,5,orig1,dest,370,link3,900.0,-1.0,20.0
21,5,orig1,dest,370,trip_end,-1.0,-1.0,-1.0
22,5,orig1,dest,290,link1,0.0,400.0,20.0
22,5,orig1,dest,295,link1,100.0,400.0,20.0
22,5,orig1,dest,300,link1,200.0,400.0,20.0
22,5,orig1,dest,305,link1,300.0,400.0,20.0
22,5,orig1,dest,310,link1,400.0,400.0,20.0
22,5,orig1,dest,315,link1,500.0,400.0,20.0
22,5,orig1,dest,320,link1,600.0,400.0,20.0
22,5,orig1,dest,325,link1,700.0,-1.0,20.0
22,5,orig1,dest,330,link1,800.0,-1.0,20.0
22,5,orig1,dest,335,link1,900.0,-1.0,20.0
22,5,orig1,dest,340,link3,0.0,400.0,20.0
22,5,orig1,dest,345,link3,100.0,400.0,20.0
22,5,orig1,dest,350,link3,200.0,400.0,20.0
22,5,orig1,dest,355,link3,300.0,400.0,20.0
22,5,orig1,dest,360,link3,400.0,400.0,20.0
22,5,orig1,dest,365,link3,500.0,400.0,20.0
22,5,orig1,dest,370,link3,600.0,-1.0,20.0
22,5,orig1,dest,375,link3,700.0,-1.0,20.0
22,5,orig1,dest,380,link3,800.0,-1.0,20.0
22,5,orig1,dest,385,link3,900.0,-1.0,20.0
22,5,orig1,dest,385,trip_end,-1.0,-1.0,-1.0
23,5,orig1,dest,300,link1,0.0,300.0,20.0
23,5,orig1,dest,305,link1,100.0,300.0,20.0
23,5,orig1,dest,310,link1,200.0,300.0,20.0
23,5,orig1,dest,315,link1,300.0,300.0,20.0
23,5,orig1,dest,320,link1,400.0,300.0,20.0
